Name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec,Measures,Stars
Berkeley 58,00 00 12,+60 58 00,116.753,-1.289,3715,14.55,0.55,8.40,,-83.6,5.0,,,,,525,519
Stock 18,00 01 37,+64 37 30,117.624,2.268,2800,14.41,0.70,6.78,B0,110.8,6.0,,,,,2261,2261
Berkeley 59,00 02 13,+67 25 11,118.22,5.00,1000,13.78,1.22,6.80,,87.2,20.4,,-6.50,-4.40,+00.73,27,21
Blanco 1,00 04 07,-29 50 00,15.572,-79.261,269,7.18,0.010,7.796,B5,-264.3,70.0,+0.23,,+20.17,+3.00,109,105
ASCC 1,00 09 35,+62 40 48,118.15,0.19,4000,13.51,0.16,8.25,,13.3,24.0,,-76.15,-2.07,+0.46,32,32
Berkeley 1,00 09 36,+60 28 30,117.796,-1.979,2420,14.35,0.78,8.60,,-83.6,5.0,,,,,2800,2800
King 13,00 10 06,+61 10 00,117.968,-1.306,3100,15.00,0.82,8.50,,-70.7,5.0,,,,,4253,3955
Alessi 20,00 10 33,+58 45 35,117.64,-3.69,450,8.95,0.22,8.22,,-29.0,36.0,,,7.48,-2.61,42,42
ASCC 2,00 19 51,+55 42 35,118.46,-6.89,1200,10.71,0.10,8.83,,-144.0,36.0,,,-0.91,-3.94,57,57
Mayer 1,00 21 54,+61 44 24,119.44,-0.93,1429,12.02,0.40,7.74,,-23.2,24.0,,-20.9,-5.27,-5.87,15146,15131
King 1,00 22 04,+64 22 50,119.763,1.690,1900,13.56,0.70,9.30,,56.0,9.0,,,,,2927,2927
Stock 20,00 25 15,+62 37 11,119.92,-0.10,909,10.41,0.20,8.53,B5,-1.6,19.2,,,-0.40,-1.12,23,23
NGC 0103,00 25 16,+61 19 24,119.797,-1.389,3026,13.66,0.406,8.126,B3,-73.4,4.0,,,,,43,43
Stock 21,00 29 49,+57 55 11,120.05,-4.83,1100,11.45,0.40,8.72,A1,-92.6,16.8,,,-0.12,-1.52,10,10
NGC 0129,00 30 00,+60 13 06,120.270,-2.543,1625,12.75,0.548,7.886,B5,-72.1,19.0,,-38.5,-1.06,+1.60,59,56
ASCC 3,00 31 08,+55 16 47,120.02,-7.48,1700,11.68,0.17,7.90,,-221.3,25.2,,-37.00,-1.92,-1.25,31,31
NGC 0133,00 31 19,+63 21 00,120.678,0.566,630,10.86,0.60,7.00,A4,6.2,7.0,,,-0.70,-0.40,26,26
NGC 0136,00 31 31,+61 30 36,120.558,-1.270,5220,15.76,0.70,8.40,,-115.7,1.5,,,,,874,874
King 14,00 31 54,+63 10 00,120.729,0.379,2593,13.35,0.414,7.924,B2,17.2,6.0,,,,,2623,2580
NGC 0146,00 33 03,+63 18 06,120.868,0.504,3032,13.90,0.480,7.822,B3,26.7,7.0,,,,,1177,1132
NGC 0189,00 39 35,+61 05 06,121.499,-1.744,752,10.68,0.42,7.00,A0,-22.9,3.0,,,,,14,14
Dias 1,00 42 35,+64 04 05,121.964,1.213,1690,14.49,1.08,7.10,,35.8,4.0,,,,,422,422
NGC 0225,00 43 39,+61 46 30,122.011,-1.083,657,9.94,0.274,8.114,B8,-12.4,12.0,,,-4.95,-0.50,67,45
Czernik 2,00 43 42,+60 09 00,121.968,-2.707,,,,,,,10.0,,,,,18459,18459
King 16,00 43 45,+64 11 08,122.095,1.326,1920,14.18,0.89,,B0,44.4,5.0,,,,,1400,1400
Berkeley 4,00 45 01,+64 23 05,122.238,1.522,2460,14.53,0.83,7.10,,65.3,24.0,,,-1.29,+00.12,1423,1402
NGC 0188,00 47 28,+85 15 18,122.843,22.384,2047,11.81,0.082,9.632,F2,779.5,17.0,-0.02,-44.00,-1.48,-0.56,7911,5949
Berkeley 61,00 48 30,+67 12 00,122.647,4.330,3335,16.00,1.09,8.30,,251.8,3.0,,,,,2087,2087
IC 1590,00 52 48,+56 37 00,123.123,-6.243,2940,13.33,0.32,6.54,B0,-319.7,29.0,,,,,50,50
ASCC 4,00 53 09,+61 34 48,123.13,-1.29,750,10.31,0.30,8.34,,-16.9,48.0,,-9.55,+0.11,-1.48,77,77
Alessi 1,00 53 27,+49 34 11,123.26,-13.30,800,9.82,0.10,8.85,,-184.0,54.0,,,6.51,-7.70,88,88
ASCC 5,00 57 57,+55 50 24,123.85,-7.02,1500,11.65,0.25,7.03,,-183.3,15.6,,-43.00,-3.10,-2.91,16,16
Berkeley 62,01 01 00,+63 57 00,123.982,1.098,1837,13.96,0.852,7.185,,35.2,5.0,,,,,28,14
NGC 0381,01 08 19,+61 35 00,124.939,-1.223,1148,11.54,0.40,8.505,A2,-24.5,6.0,+0.07,,+0.87,-1.34,219,207
Platais 2,01 13 01,+32 04 48,128.23,-30.57,201,6.67,0.05,8.54,,-102.2,204.0,,0.10,13.21,-9.98,466,466
NGC 0433,01 15 11,+60 07 36,125.888,-2.609,2323,14.50,0.86,7.50,B0,-105.7,2.0,,,,,20,20
NGC 0436,01 15 58,+58 48 42,126.111,-3.909,3014,13.82,0.460,7.926,B5,-205.5,5.0,,-74.4,,,44,44
NGC 0457,01 19 35,+58 17 12,126.635,-4.383,2429,13.39,0.472,7.324,B2,-185.6,20.0,,-34.00,-0.61,-1.90,3898,3886
NGC 0559,01 29 31,+63 18 24,127.193,0.750,1258,12.95,0.790,7.748,,16.5,6.0,,,,,7100,7100
NGC 0581,01 33 23,+60 39 00,128.053,-1.804,2194,12.89,0.382,7.336,B2,-69.1,5.0,,-37.00,-1.60,+0.66,330,325
Trumpler 1,01 35 42,+61 17 00,128.224,-1.133,2563,13.85,0.582,7.480,B2,-50.7,3.0,,,,,29,29
NGC 0637,01 43 04,+64 02 24,128.546,1.732,2160,13.64,0.634,6.980,B0,65.3,3.0,,-46.00,,,28,26
NGC 0654,01 44 00,+61 53 06,129.082,-0.357,2041,14.24,0.868,7.148,B0,-12.7,5.0,,-33.8,-1.34,-0.72,4,4
NGC 0659,01 44 24,+60 40 24,129.375,-1.534,1938,13.46,0.652,7.548,B0,-51.9,5.0,,,-2.67,+1.07,30,30
NGC 0663,01 46 09,+61 14 06,129.467,-0.941,1952,13.87,0.780,7.209,B1,-32.1,14.0,,-32.0,-1.49,-2.30,1649,1359
ASCC 6,01 47 13,+57 43 47,130.34,-4.34,1200,11.33,0.30,8.17,,-90.8,36.0,,-20.00,-1.02,-1.18,65,65
Collinder 463,01 48 24,+71 57 00,127.192,9.389,702,10.03,0.259,8.373,,114.5,29.0,,,-0.91,-0.90,121,84
Collinder 21,01 50 11,+27 04 00,138.733,-33.996,,,,,,,9.0,,,,,12,12
Berkeley 6,01 51 12,+61 05 00,130.094,-0.955,2300,14.25,0.78,8.00,,-38.3,5.0,,,,,4688,3311
IC 166,01 52 30,+61 50 00,130.071,-0.189,3970,16.25,1.050,8.629,,-13.1,7.0,-0.17,,,,9,9
Stock 4,01 52 58,+57 04 11,131.25,-4.81,1200,10.71,0.10,8.70,B5,-100.6,25.2,,,1.47,+01.18,52,52
Czernik 5,01 55 43,+61 21 01,130.558,-0.560,2750,15.92,1.20,8.45,,26.9,2.0,,,,,5355,5355
NGC 0752,01 57 41,+37 47 06,137.125,-23.254,457,8.40,0.034,9.050,A2,-180.4,75.0,-0.08,+4.7,+7.50,-11.50,3502,3120
NGC 0744,01 58 33,+55 28 24,132.404,-6.159,1207,11.60,0.384,8.248,B9,-129.5,5.0,,,-1.34,+1.15,26,22
ASCC 7,01 58 55,+58 58 12,131.54,-2.77,2000,13.06,0.50,7.36,,-96.7,30.0,,-49.00,-0.57,-3.08,36,36
Stock 5,02 04 30,+64 21 36,130.73,2.60,1100,11.45,0.40,7.73,B0,49.9,27.6,,-19.30,-0.85,-1.51,26,26
Stock 2,02 15 00,+59 16 00,133.334,-1.694,303,8.59,0.38,8.23,B8,-9.0,45.0,,,+17.29,-13.10,4243,4214
Basel 10,02 18 48,+58 19 00,134.300,-2.615,1944,13.84,0.774,7.608,,-88.7,2.0,,,,,33,33
NGC 0869,02 19 00,+57 07 42,134.632,-3.741,2079,13.37,0.575,7.069,B0,-135.6,18.0,,-53.00,-0.92,-1.66,1848,1846
Berkeley 63,02 19 36,+63 43 00,132.506,2.496,3305,15.40,0.90,8.70,,143.9,3.0,,,,,2563,2563
ASCC 8,02 20 49,+59 36 36,134.02,-1.33,2200,13.42,0.55,6.76,,-51.1,36.0,,-42.09,-1.24,+0.57,63,63
NGC 0884,02 22 18,+57 08 12,135.052,-3.582,2345,13.59,0.560,7.032,B0,-146.5,18.0,,-40.5,-1.61,+0.17,5412,4217
NGC 886,02 23 27,+63 46 12,132.89,2.69,1700,12.39,0.40,8.48,,79.8,18.0,,,1.24,+01.56,18,18
Tombaugh 4,02 29 10,+61 47 42,134.207,1.082,2170,14.81,1.01,9.00,,46.5,3.0,,,,,435,435
Stock 7,02 29 36,+60 39 00,134.65,0.10,698,11.10,0.606,7.214,B2,0.0,5.0,,-8.0,-3.33,+0.24,15,15
NGC 0956,02 32 30,+44 35 36,141.178,-14.624,,,,,,,9.0,,,,,8249,8249
IC 1805,02 32 42,+61 27 00,134.726,0.919,1886,13.93,0.822,6.822,O5,30.2,20.0,,-26.00,-2.10,-1.57,452,364
NGC 0957,02 33 21,+57 33 36,136.287,-2.645,1815,13.90,0.842,7.042,B1,-83.8,10.0,,-36.00,+1.11,+0.28,15035,14771
Czernik 9,02 33 32,+59 53 12,135.417,-0.487,1660,14.36,1.05,8.80,,-14.1,10.0,,,,,237,237
Trumpler 2,02 37 18,+55 59 00,137.377,-3.971,651,10.07,0.324,8.169,B9,-45.1,17.0,,+2.4,+1.86,-5.00,27,27
NGC 1039,02 42 05,+42 45 42,143.658,-15.613,499,8.71,0.070,8.249,B8,-134.3,35.0,-0.30,-7.8,-0.07,-7.10,282,202
NGC 1027,02 42 40,+61 35 42,135.758,1.525,772,10.45,0.325,8.203,B3,20.5,20.0,,+15.0,-1.90,+1.60,3096,3054
ASCC 9,02 46 55,+57 43 47,137.87,-1.76,2900,15.10,0.90,6.79,,-89.1,20.4,,-41.75,+0.76,-3.03,19,19
IC 1848,02 51 12,+60 26 00,137.191,0.920,2002,13.36,0.598,6.840,O7,32.1,18.0,,-22.00,-5.15,+0.35,2,2
Collinder 33,02 59 16,+60 24 00,138.09,1.34,1000,11.24,0.40,8.36,,23.4,43.2,,-6.75,2.70,+03.17,72,72
NGC 1193,03 05 32,+44 23 00,146.749,-12.199,4300,13.54,0.12,9.90,,-908.6,3.0,-0.29,,,,378,378
NGC 1252,03 10 49,-57 46 00,274.084,-50.831,640,9.09,0.02,9.48,,-496.2,14.0,,,,,377,364
Trumpler 3,03 11 49,+63 11 23,138.01,4.50,690,10.12,0.30,10.12,B5,54.1,60.0,,,-2.42,+00.89,12096,12030
NGC 1245,03 14 42,+47 14 12,146.647,-8.931,2876,13.22,0.300,8.704,B9,-446.5,9.0,+0.10,,,,33,29
King 5,03 14 45,+52 41 12,143.776,-4.287,1900,11.39,0.76,9.0,,-142.0,5.0,-0.38,-52.00,,,2889,2889
Stock 23,03 16 11,+60 02 59,140.08,2.09,380,8.70,0.26,7.51,B6,13.9,21.6,,-16.75,-1.34,-1.11,28,28
Melotte 20,03 22 00,+48 37 00,146.568,-5.862,185,6.61,0.090,7.854,B2,-18.9,300.0,,,,,1549,1469
ASCC 10,03 27 00,+35 02 24,155.60,-17.79,700,9.53,0.10,8.65,,-213.9,57.6,,,-3.08,-1.01,55,55
King 6,03 28 06,+56 27 00,143.361,-0.076,871,11.25,0.50,8.34,B8,-1.2,10.0,+0.46,,,,1329,1322
Alessi 13,03 28 12,-35 54 00,237.65,-55.71,110,5.33,0.04,8.72,,-90.9,384.0,,20.10,36.97,-3.18,933,933
Czernik 16,03 30 48,+52 39 00,145.837,-2.986,,,,,,,5.0,,,,,7551,7551
NGC 1342,03 31 38,+37 22 36,154.952,-15.342,665,10.10,0.319,8.655,A2,-175.9,15.0,-0.16,-10.9,-1.15,-2.80,55,37
ASCC 11,03 32 16,+44 50 24,150.56,-9.24,650,9.53,0.15,8.61,,-104.4,42.0,,-3.45,+0.15,-5.01,54,54
Berkeley 9,03 32 37,+52 39 04,146.062,-2.828,820,12.02,0.79,9.60,,-40.6,4.0,,,,,1571,1334
IC 348,03 44 30,+32 17 00,160.490,-17.802,385,10.81,0.929,7.641,B6,-117.7,7.0,,,+7.29,-7.70,2622,2070
Melotte 22,03 47 00,+24 07 00,166.571,-23.521,150,5.97,0.030,8.131,B5,-59.9,120.0,,+5.67,+19.88,-45.00,1382,1358
Juchert 11,03 47 18,+53 54 35,147.071,-0.508,2590,17.00,1.59,8.93,,-23.0,5.0,,,,,1009,1009
Tombaugh 5,03 47 48,+59 03 00,143.942,3.573,1750,13.70,0.80,8.30,,110,14.0,,,,,3424,3424
NGC 1444,03 49 25,+52 39 30,148.096,-1.292,1199,12.60,0.712,7.964,B0,-27.0,4.0,,,+2.34,-1.95,19,16
Alicante 1,03 59 12,+57 14 00,146.262,3.128,4000,16.08,0.67,6.48,,218.3,2.0,,,,,37,37
NGC 1496,04 04 32,+52 39 42,149.847,0.187,1230,11.84,0.45,8.80,,4.0,4.0,,,,,55,55
NGC 1502,04 07 50,+62 19 54,143.672,7.658,821,11.92,0.759,7.051,B0,109.4,8.0,,-18.00,+0.49,+0.50,143,130
NGC 1513,04 09 57,+49 30 54,152.590,-1.574,1320,12.68,0.67,8.11,,-36.3,10.0,,,+4.95,-3.50,3355,2667
NGC 1528,04 15 23,+51 12 54,152.057,0.258,776,10.25,0.258,8.568,A0,3.5,16.0,,-10.3,+1.37,-1.40,678,623
IC 361,04 19 00,+58 18 00,147.484,5.701,1070,13.61,1.117,7.718,,106.3,6.0,,,,,1471,1421
Berkeley 11,04 20 36,+44 55 00,157.082,-3.642,2881,15.23,0.947,7.719,,-183.0,5.0,,,+1.45,-2.37,26,24
NGC 1545,04 20 57,+50 15 12,153.359,0.184,711,10.20,0.303,8.448,B8,2.3,18.0,-0.06,-12.00,+0.25,+0.20,25,21
Melotte 25,04 26 54,+15 52 00,180.064,-22.343,45,3.30,0.010,8.896,A2,-17.1,330.0,+0.17,,,,58,55
NGC 1582,04 31 53,+43 49 00,159.303,-3.039,1100,11.29,0.35,8.48,B8,,15.0,,,,,1234,1234
NGC 1641,04 35 32,-65 45 00,277.203,-38.318,1200,10.71,0.10,9.20,,-744,11.0,,,,,148,148
Berkeley 67,04 37 49,+50 46 47,154.826,2.490,2450,14.40,0.79,9.00,,106.4,10.0,,,,,1039,1039
NGC 1624,04 40 38,+50 28 04,155.356,2.616,6025,16.38,0.80,6.60,,275,6.0,,,,,14,14
Berkeley 68,04 44 30,+42 04 00,162.125,-2.408,1678,13.20,0.671,8.391,,-70.5,12.0,,,-3.18,-2.33,133,129
NGC 1647,04 45 55,+19 06 54,180.337,-16.772,540,9.81,0.370,8.158,B8,-155.8,40.0,,-2.0,-1.77,-2.00,516,514
Alessi 2,04 46 15,+55 13 47,152.29,6.36,501,9.06,0.18,8.60,,55.5,33.6,,,-0.08,+00.31,41,41
NGC 1662,04 48 27,+10 56 12,187.695,-21.114,437,9.14,0.304,8.625,A0,-157.4,20.0,-0.09,-13.9,-1.93,-2.10,55,33
NGC 1663,04 48 58,+13 08 54,185.845,-19.735,700,9.85,0.20,9.30,,,12.0,,,,,133,133
ASCC 12,04 49 55,+41 43 47,163.03,-1.86,500,8.96,0.15,8.42,,-16.2,30.0,,,-0.62,-1.86,25,25
NGC 1664,04 51 06,+43 40 30,161.677,-0.446,1199,11.18,0.254,8.465,B8,-9.3,9.0,,+7.8,+1.96,-5.10,737,734
Berkeley 13,04 55 52,+52 48 00,155.066,5.927,2470,14.01,0.66,9.00,,254.9,7.0,,,,,1247,1247
Czernik 19,04 57 09,+28 46 47,174.099,-8.832,2525,14.25,0.85,8.00,,-387.7,14.0,,,,,852,852
Skiff J0458+43.0,04 58 14,+43 00 48,163.007,0.145,2125,12.19,0.18,8.95,,5.4,5.0,,,,,147,147
Berkeley 15,05 02 06,+44 30 43,162.258,1.619,3300,15.32,0.88,8.40,,93.2,8.0,,,,,1300,1300
NGC 1708,05 03 25,+52 50 59,155.74,6.85,600,9.88,0.32,8.76,,71.6,25.2,,,-3.52,+00.39,14,14
NGC 1746,05 03 50,+23 46 12,179.07,-10.65,760,10.18,0.25,8.19,B5,-140.5,68.4,,2.00,-1.87,-3.07,131,131
NGC 1750,05 03 55,+23 39 30,179.178,-10.695,630,10.05,0.34,8.30,,-116.9,20.0,,,-3.14,-2.91,477,456
Platais 4,05 06 53,+22 22 12,180.65,-10.90,276,7.98,0.25,8.24,,-52.2,150.0,,13.80,2.36,-6.33,252,252
NGC 1778,05 08 04,+37 01 24,168.903,-2.015,1469,11.88,0.336,8.155,B6,-51.7,8.0,,+10.00,+3.33,-3.21,35,32
King 17,05 08 24,+39 05 00,167.291,-0.731,3240,14.35,0.58,8.22,,-41.3,5.0,,,,,4314,3079
NGC 1802,05 10 15,+24 08 23,179.64,-9.24,400,8.78,0.25,8.66,,-64.2,36.0,,,-0.48,-8.23,25,25
NGC 1807,05 10 43,+16 31 18,186.088,-13.495,,,,,A2,,15.0,,,,,416,408
NGC 1798,05 11 39,+47 41 30,160.703,4.850,3550,13.90,0.37,9.20,,300.1,5.0,,,,,1575,1575
NGC 1817,05 12 15,+16 41 24,186.156,-13.096,1972,12.51,0.334,8.612,A0,-446.8,16.0,-0.26,,+1.02,-6.51,2213,2143
ASCC 13,05 13 19,+44 34 48,163.40,3.26,800,10.14,0.20,7.71,,45.5,84.0,,-7.30,-0.75,-1.66,158,158
NGC 1901,05 18 15,-68 26 12,279.022,-33.603,415,8.28,0.06,8.92,,-229.7,15.0,,,+1.69,+9.50,68,45
NGC 1857,05 20 05,+39 19 30,168.405,1.259,,,,,A0,,6.0,,,,,14,14
ASCC 14,05 20 31,+35 13 12,171.83,-1.03,1100,10.77,0.18,8.61,,-19.8,26.4,,-16.87,-0.91,-5.98,26,26
Berkeley 17,05 20 36,+30 36 00,175.646,-3.648,2700,14.33,0.70,10.08,,-171.8,7.0,-0.33,-84.00,,,2473,2473
ASCC 15,05 22 37,+36 32 59,170.98,0.07,1400,11.60,0.28,8.60,,1.7,24.0,,,-0.08,-6.58,18,18
NGC 1893,05 22 44,+33 24 42,173.585,-1.680,3280,14.38,0.581,7.027,,-96.2,11.0,,-4.7,+0.54,-4.03,3918,3537
Berkeley 19,05 24 06,+29 36 00,176.901,-3.588,4831,14.66,0.40,9.49,,-302.3,4.0,,,,,6,6
ASCC 16,05 24 35,+01 47 59,200.98,-18.35,460,8.59,0.09,6.93,,-144.8,74.4,,0.75,+0.75,-0.18,119,119
ASCC 17,05 25 12,+30 10 12,176.56,-3.08,2000,12.50,0.32,7.12,,-107.5,30.0,,-16.00,+1.33,-6.39,29,29
NGC 1896,05 25 40,+29 17 59,177.34,-3.48,820,10.03,0.15,8.80,,-49.8,22.8,,,0.54,-8.03,19,19
NGC 1883,05 25 54,+46 29 24,163.083,6.159,4800,14.12,0.23,9.00,,515.0,3.0,-0.22,-30.6,,,403,403
Collinder 65,05 26 05,+15 41 59,188.86,-10.86,310,7.86,0.13,7.41,,-58.4,288.0,,17.40,1.16,-6.46,902,902
ASCC 18,05 26 09,+00 49 12,202.08,-18.49,500,8.68,0.06,7.12,,-158.6,74.4,,13.39,+0.89,-0.02,105,105
Czernik 21,05 26 30,+36 00 00,171.880,0.415,3000,15.05,0.86,9.20,,21.7,7.0,,,,,1831,1831
ASCC 19,05 27 46,-01 58 48,204.88,-19.47,350,7.75,0.01,7.64,,-116.7,96.0,,19.30,+0.61,-0.68,125,125
NGC 1907,05 28 05,+35 19 30,172.619,0.306,1556,12.25,0.415,8.567,B3,8.3,7.0,,+0.1,-1.88,-1.63,15,15
Stock 8,05 28 08,+34 25 42,173.371,-0.183,1821,12.68,0.445,7.056,B0,-5.8,14.0,,,-0.99,-5.39,7925,7924
NGC 1912,05 28 40,+35 50 54,172.250,0.695,1066,10.91,0.248,8.463,B4,12.9,20.0,,-1,-0.05,-5.70,117,95
ASCC 20,05 28 44,+01 37 47,201.67,-17.53,450,8.39,0.04,7.35,,-135.5,90.0,,17.62,-0.09,+0.51,177,177
ASCC 21,05 28 58,+03 39 00,199.86,-16.49,500,8.59,0.03,7.11,,-141.9,96.0,,19.90,+0.52,-0.62,192,192
NGC 1931,05 31 25,+34 14 42,173.898,0.281,3086,14.73,0.738,7.002,,15.1,5.0,,,,,8,8
Berkeley 20,05 33 00,+00 13 00,203.483,-17.373,8400,14.99,0.12,9.78,,-2508.2,2.0,-0.75,,,,16,16
Collinder 69,05 35 06,+09 56 00,195.048,-12.003,441,8.54,0.103,7.050,O8,-91.7,70.0,,,+0.45,-2.40,545,487
NGC 1981,05 35 09,-04 24 00,208.06,-18.96,400,8.16,0.05,7.50,B1,-130.0,30.0,,27.94,1.01,+01.14,20,20
NGC 1976,05 35 16,-05 23 24,209.010,-19.386,399,8.16,0.05,7.11,O6,-132.4,47.0,,,+1.67,-0.30,4946,4021
NGC 1977,05 35 24,-04 49 12,208.48,-19.10,500,8.65,0.05,7.08,,-163.6,25.2,,25.26,2.42,-1.90,12,12
NGC 1980,05 35 24,-05 54 35,209.51,-19.60,550,8.86,0.05,6.67,B1,-184.5,25.2,,25.34,0.83,-0.36,18,18
Collinder 70,05 35 31,-01 06 00,205.03,-17.35,391,8.09,0.04,6.71,,-116.6,180.0,,19.49,0.36,-0.68,501,501
NGC 1960,05 36 18,+34 08 24,174.535,1.072,1318,11.29,0.222,7.468,B2,24.7,10.0,,-4.0,+0.15,-4.05,1470,1220
NGC 1996,05 38 02,+25 46 12,181.80,-3.11,1400,11.20,0.15,8.45,,-76.0,24.0,,,0.58,-4.35,17,17
Sigma Ori,05 38 42,-02 36 00,206.811,-17.346,,,,,,,10.0,,,+1.68,+1.73,684,530
Stock 10,05 39 00,+37 55 48,171.62,3.55,380,8.15,0.08,8.42,B7,23.5,38.4,,-8.15,-3.34,-1.57,41,41
Berkeley 71,05 40 56,+32 16 42,176.626,0.898,3900,15.59,0.85,8.80,,61.1,5.0,,,,,1117,1117
King 8,05 49 24,+33 38 00,176.395,3.119,6403,15.83,0.580,8.618,B0,348.4,4.0,-0.46,,,,8,8
Berkeley 72,05 50 18,+22 12 00,186.315,-2.575,3810,15.35,0.79,8.78,,-171.2,2.0,,,,,2013,2013
Berkeley 21,05 51 42,+21 47 00,186.840,-2.509,5000,15.85,0.76,9.34,,-218.9,5.0,-0.83,,,,1567,1567
NGC 2099,05 52 18,+32 33 12,177.635,3.091,1383,11.64,0.302,8.540,B9,74.6,14.0,+0.08,+7.7,+3.78,-7.09,19570,17076
NGC 2112,05 53 45,+00 24 36,205.872,-12.615,850,11.60,0.63,9.301,,-185.6,18.0,-0.11,+39.00,,,1274,1194
Berkeley 22,05 58 24,+07 50 00,199.877,-8.079,7663,16.59,0.700,9.027,,-1076.9,1.0,-0.30,,,,1494,1494
NGC 2129,06 00 41,+23 19 06,186.555,0.056,1515,12.90,0.646,7.318,B1,1.5,5.0,,-6.3,+2.22,-1.66,700,695
NGC 2126,06 02 32,+49 52 00,163.237,13.129,1200,11.00,0.20,9.10,,295,5.0,,,,,3226,2563
NGC 2143,06 03 07,+05 46 11,202.19,-8.02,800,9.52,0.00,9.15,,-111.6,25.2,,,2.85,+02.40,17,17
IC 2156,06 04 51,+24 09 30,186.295,1.300,2100,13.70,0.67,8.40,,47.6,3.0,,,,,553,553
IC 2157,06 05 00,+24 00 00,186.382,1.246,2040,13.25,0.548,7.800,B0,44.4,5.0,,,-1.71,-3.90,2036,2017
NGC 2158,06 07 25,+24 05 48,186.634,1.781,5071,14.64,0.360,9.023,F0,157.6,5.0,-0.23,+28.00,,,2392,2392
NGC 2169,06 08 24,+13 57 54,195.608,-2.934,1052,10.73,0.199,7.067,B1,-53.8,5.0,,+17.00,-4.21,-2.45,8,8
NGC 2168,06 09 00,+24 21 00,186.587,2.219,816,10.37,0.262,7.979,B3,31.6,25.0,-0.16,+17.7,+1.85,-3.00,9204,7624
Dias 2,06 09 11,+04 35 35,203.966,-7.254,2835,14.15,0.61,8.90,,-358.0,11.0,,,,,1440,1440
NGC 2175,06 09 39,+20 29 12,190.043,0.482,1627,12.91,0.598,6.953,,13.7,5.0,,+22.00,+1.80,-2.26,14,14
NGC 2184,06 11 13,-03 26 24,211.41,-10.52,640,9.28,0.08,8.37,,-116.9,24.0,,,-3.59,-1.93,20,20
NGC 2186,06 12 07,+05 27 30,203.545,-6.193,1445,11.64,0.272,7.738,,-155.9,5.0,,,,,40,23
NGC 2194,06 13 45,+12 48 24,197.250,-2.349,3781,14.08,0.383,8.515,,-155.0,9.0,,,-0.31,-4.39,289,278
ASCC 22,06 14 31,+00 38 23,208.12,-7.92,1500,11.50,0.20,8.42,,-206.7,21.6,,,-5.01,-3.88,25,25
Skiff J0614+12.9,06 14 48,+12 52 24,197.314,-2.093,3150,14.26,0.57,8.40,,-115.0,7.0,,,,,85,85
NGC 2192,06 15 17,+39 51 18,173.415,10.654,2500,12.11,0.04,9.30,,462.2,5.0,,,,,677,677
