Name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec,Measures,Stars
Platais 6,06 15 25,+03 55 12,205.30,-6.19,348,7.71,0.00,7.79,,-37.5,188.4,,26.00,-4.45,-4.27,601,601
NGC 2204,06 15 33,-18 39 54,226.014,-16.107,2629,12.36,0.085,8.896,,-729.4,10.0,-0.33,+59.00,,,44,44
NGC 2202,06 16 51,+06 00 00,203.62,-4.90,900,9.77,0.00,8.74,,-76.9,14.4,,,0.42,+01.52,11,11
Collinder 89,06 19 29,+23 17 59,188.65,3.83,800,11.00,0.48,7.50,B0,53.4,60.0,,26.23,0.42,-2.15,108,108
ASCC 23,06 20 20,+46 40 11,167.52,14.42,600,9.11,0.07,8.45,,149.4,43.2,,,+1.31,-0.59,58,58
NGC 2215,06 20 49,-07 17 00,215.993,-10.102,1293,11.49,0.300,8.369,,-226.8,7.0,,,+2.61,-5.60,12,12
NGC 2232,06 28 01,-04 50 48,214.432,-7.542,359,7.87,0.030,7.727,B3,-47.1,45.0,,+20.00,-3.37,-3.10,20,20
ASCC 24,06 28 44,-07 01 11,216.64,-8.23,400,8.44,0.14,6.96,,-57.3,42.0,,16.35,-5.55,-4.05,34,34
Alessi 53,06 29 24,+09 10 55,202.26,-0.66,4570,15.78,0.80,8.40,,-52.6,3.5,,,,,4971,4971
NGC 2243,06 29 34,-31 17 00,239.478,-18.014,4458,13.40,0.051,9.653,,-1378.6,5.0,-0.44,+62.00,,,3711,3711
NGC 2236,06 29 39,+06 49 48,204.370,-1.699,2930,13.82,0.479,8.538,,-86.9,7.0,,,,,35,35
Collinder 96,06 30 18,+02 52 00,207.964,-3.386,962,11.50,0.510,7.031,,-56.8,12.0,,,+0.44,-1.64,24,12
Collinder 95,06 31 04,+09 53 59,201.81,0.03,556,9.03,0.10,8.36,,0.3,24.0,,-11.00,-1.81,-4.62,18,18
Collinder 97,06 31 18,+05 55 00,205.370,-1.758,630,9.00,0.00,8.00,B0,-19.3,25.0,,,-0.76,-2.50,35,28
NGC 2244,06 31 55,+04 56 30,206.306,-2.072,1445,12.23,0.463,6.896,O5,-52.2,29.0,,+36.6,-0.65,+0.67,1873,1367
NGC 2240,06 33 10,+35 15 00,179.21,11.84,450,8.79,0.17,9.50,,92.3,32.4,,,1.92,-12.88,33,33
Basel 8,06 34 12,+08 05 00,203.779,-0.120,1328,11.76,0.370,8.102,,-2.8,29.0,,,,,32,32
NGC 2251,06 34 38,+08 22 00,203.577,0.106,1329,11.19,0.186,8.427,,2.5,10.0,-0.08,+24.7,,,18,18
NGC 2252,06 34 42,+05 22 00,206.248,-1.261,,,,,A0,,18.0,,,,,30,30
NGC 2254,06 35 49,+07 40 24,204.327,0.047,2364,13.10,0.398,8.307,,1.9,5.0,,,,,28,28
Ruprecht 1,06 36 25,-14 10 48,223.99,-9.69,1100,10.67,0.15,8.76,,-185.1,30.0,,,2.20,+00.10,34,34
vdBergh 1,06 37 00,+03 04 00,208.555,-1.808,1687,13.34,0.710,8.025,,-53.2,5.0,,+18.9,+3.76,-4.78,20,20
Collinder 106,06 37 22,+05 56 59,206.03,-0.41,1600,11.73,0.23,6.74,B0,-11.4,62.4,,28.72,-1.98,+01.47,105,105
Collinder 107,06 37 42,+04 44 00,207.154,-0.888,1738,12.87,0.54,7.00,B0,-26.9,29.0,,,,,46,46
Collinder 110,06 38 24,+02 01 00,209.649,-1.978,1950,13.00,0.50,9.15,,-67.3,18.0,,,+0.59,-1.41,1860,1858
NGC 2264,06 40 58,+09 53 42,202.936,2.196,667,9.28,0.051,6.954,O7,25.6,39.0,-0.15,+25.5,-1.13,-3.80,7216,6115
Berkeley 25,06 41 16,-16 29 12,226.61,-9.69,11300,15.79,0.17,9.60,,-1902.0,2.0,-0.38,,,,644,644
NGC 2269,06 43 17,+04 37 30,207.887,0.299,1687,12.37,0.398,8.416,,8.8,3.0,,,,,24,12
NGC 2266,06 43 19,+26 58 12,187.790,10.294,3400,12.97,0.10,8.80,,607.6,5.0,,,,,1153,1115
NGC 2270,06 43 58,+03 28 48,208.98,-0.07,1400,10.92,0.06,8.64,,-1.7,38.4,,40.00,-0.17,-3.12,74,74
Dolidze 25,06 45 06,+00 18 00,211.942,-1.273,6304,16.22,0.717,6.840,,-140.1,20.0,,+71.00,+1.81,-1.98,31,24
ASCC 25,06 45 32,+24 36 00,190.18,9.72,1400,11.23,0.16,8.86,,236.4,25.2,,21.50,+0.96,-3.26,14,14
NGC 2287,06 46 01,-20 45 24,231.020,-10.444,693,9.29,0.027,8.385,B3,-125.6,39.0,+0.04,+25.8,-4.38,-0.90,93,91
NGC 2286,06 47 40,-03 08 54,215.306,-2.273,2897,12.84,0.170,8.883,,-114.9,14.0,,,+2.08,-2.48,61,61
NGC 2281,06 48 17,+41 04 42,174.901,16.881,558,8.93,0.063,8.554,A0,162.0,25.0,+0.13,+11.00,-4.49,-7.90,194,146
Bochum 2,06 48 54,+00 23 00,212.302,-0.390,2661,14.70,0.831,6.665,,-18.1,1.5,,+66.3,,,4,4
Berkeley 75,06 48 59,-23 59 30,234.30,-11.12,9800,15.20,0.08,9.48,,-1890.1,3.0,-0.68,,,,576,576
Berkeley 26,06 50 15,+05 43 48,207.694,2.346,4300,15.50,0.75,9.60,,176.0,4.0,,,,,1829,1829
ASCC 26,06 50 24,+07 15 00,206.35,3.06,800,9.92,0.13,8.09,,42.7,20.4,,8.00,-3.05,-0.50,18,18
NGC 2301,06 51 45,+00 27 36,212.558,0.279,872,9.79,0.028,8.216,B8,4.2,14.0,+0.06,+21.2,-1.32,-4.90,89,77
NGC 2302,06 51 55,-07 05 00,219.297,-3.117,1182,11.00,0.207,7.847,,-64.3,5.0,,,,,10,10
Berkeley 29,06 53 18,+16 55 00,197.983,8.025,14871,13.92,0.157,9.025,,680.0,6.0,-0.18,,,,1651,1649
ASCC 27,06 53 52,-04 23 23,217.11,-1.46,1200,10.68,0.09,8.75,,-30.6,24.0,,,-2.36,-3.72,27,27
ASCC 28,06 54 03,+00 10 11,213.38,0.50,800,9.67,0.05,8.34,,7.0,36.0,,22.70,-1.68,-1.10,62,62
ASCC 29,06 54 18,-01 39 00,214.72,-0.12,750,9.53,0.05,8.06,,-1.6,26.4,,13.50,-0.49,-0.35,46,46
NGC 2306,06 54 28,-07 13 11,219.70,-2.62,1200,10.55,0.05,8.85,,-54.9,20.4,,,-0.98,+01.91,20,20
NGC 2304,06 55 11,+17 59 18,197.207,8.897,3991,13.32,0.10,8.90,,617.2,3.0,-0.32,,,,2052,2052
ASCC 30,06 56 59,-06 12 36,219.09,-1.60,800,9.98,0.15,8.20,,-22.3,31.2,,,-2.89,+0.60,46,46
Berkeley 33,06 57 42,-13 13 00,225.424,-4.622,7000,15.00,0.30,8.90,,-564.1,4.0,,,,,12,12
NGC 2311,06 57 46,-04 36 36,217.75,-0.70,2000,12.12,0.20,8.60,,-24.4,18.0,,,-3.20,+02.77,22,22
Berkeley 32,06 58 06,+06 26 00,207.952,4.404,3100,12.95,0.16,9.53,,238.0,6.0,-0.58,+101.0,,,1741,1726
Tombaugh 1,07 00 29,-20 34 00,232.334,-7.314,3000,13.63,0.40,9.00,,-381.9,5.0,,,,,23,23
NGC 2319,07 00 43,+03 02 23,211.28,3.44,1100,10.36,0.05,8.61,,66.0,24.0,,,-0.54,-1.55,24,24
ASCC 31,07 00 53,+03 30 00,210.89,3.69,600,9.36,0.15,8.63,,38.6,20.4,,,+1.20,-1.38,15,15
ASCC 32,07 01 58,-26 30 00,237.88,-9.61,750,9.62,0.08,8.18,,-125.2,60.0,,,-3.39,+1.97,164,164
NGC 2323,07 02 42,-08 23 00,221.672,-1.331,929,10.50,0.213,8.096,B6,-21.6,14.0,,+9.5,+0.61,-1.90,270,176
Tombaugh 2,07 03 05,-20 49 00,232.832,-6.880,13260,15.86,0.08,9.01,,-390.5,3.0,-0.36,+114.0,,,40,40
ASCC 33,07 03 10,-25 02 59,236.67,-8.73,800,9.67,0.05,7.26,,-121.4,108.0,,15.00,-3.78,+3.78,487,487
Bochum 3,07 03 24,-05 03 00,218.789,0.350,1762,11.97,0.24,7.89,,10.8,4.0,,,,,6,6
vdBergh 92,07 03 54,-11 29 23,224.57,-2.49,1500,11.65,0.25,7.59,,-65.2,24.0,,17.33,-5.22,+02.52,35,35
NGC 2324,07 04 07,+01 02 42,213.447,3.297,3805,13.30,0.127,8.630,B9,218.8,7.0,-0.52,+41.81,-1.70,-2.77,28,26
Haffner 4,07 06 12,-14 59 00,227.940,-3.586,4500,14.82,0.50,8.70,,-281.5,5.0,,,,,6078,6078
Ruprecht 10,07 06 25,-20 05 00,232.553,-5.854,2900,13.49,0.38,9.04,295.8,,4.0,,,,,5396,5396
Berkeley 76,07 06 41,-11 43 30,225.093,-1.991,12600,17.21,0.55,9.18,,-437.8,5.0,,,,,3433,3433
NGC 2335,07 06 49,-10 01 42,223.600,-1.183,1417,11.98,0.393,8.210,B9,-29.3,6.0,-0.03,,-0.91,-3.18,62,62
Ruprecht 12,07 07 19,-28 13 11,239.97,-9.29,900,9.93,0.05,7.56,,-145.3,20.4,,,-3.77,+01.34,11,11
NGC 2343,07 08 06,-10 37 00,224.268,-1.173,1056,10.48,0.118,7.104,A0,-21.6,5.0,-0.30,,-2.09,-1.41,227,186
NGC 2345,07 08 18,-13 11 36,226.580,-2.314,2251,13.67,0.616,7.853,A2,-90.9,12.0,,,,,65,65
Haffner 23,07 09 18,-16 55 12,230.00,-3.81,1000,10.31,0.10,8.84,,-66.4,24.0,,,-3.70,-0.63,25,25
ASCC 34,07 10 30,+06 04 12,209.67,6.99,550,8.83,0.04,8.55,,66.9,36.0,,,-2.36,-1.87,39,39
Dias 3,07 10 31,-08 25 39,222.600,0.365,4650,15.30,0.64,9.15,,29.6,16.0,,,,,2223,2223
Alessi 21,07 10 47,-09 20 24,223.44,0.00,500,8.71,0.07,7.47,,0.0,60.0,,38.80,-3.65,+03.04,154,154
ASCC 35,07 12 39,+02 07 11,213.46,5.68,800,9.70,0.06,8.49,,79.2,48.0,,,-2.68,-0.94,77,77
NGC 2354,07 14 10,-25 41 24,238.368,-6.792,4085,14.01,0.307,8.126,,-483.1,18.0,,+33.4,-2.44,-2.96,73,51
NGC 2353,07 14 30,-10 16 00,224.685,0.384,1119,10.47,0.072,7.974,B0,7.5,18.0,,+38,-2.49,+0.00,5359,5322
ASCC 36,07 14 31,-21 07 12,234.31,-4.64,750,9.38,0.00,8.51,,-60.7,21.6,,,-2.15,-0.87,23,23
Collinder 132,07 15 20,-30 41 00,242.989,-8.802,472,8.48,0.037,7.080,B3,-72.2,80.0,,,-2.01,+2.90,11,11
Alessi 3,07 16 19,-46 36 36,257.84,-15.37,288,7.64,0.11,8.87,,-76.3,66.0,,,-11.63,+12.61,92,92
NGC 2358,07 16 55,-17 08 59,231.05,-2.30,630,9.06,0.02,8.72,,-25.3,32.4,,,-0.40,-1.17,64,64
NGC 2355,07 16 59,+13 45 00,203.390,11.803,2200,12.08,0.12,8.85,,450.0,7.0,-0.07,+35.13,-2.5,-3.0,41,41
Basel 11A,07 17 06,-13 58 00,228.256,-0.776,1520,10.91,0.0,8.30,,-20.6,5.0,,,,,44,44
Collinder 135,07 17 17,-36 49 00,248.765,-11.132,316,7.60,0.032,7.407,B3,-61.0,50.0,,+34.00,-10.70,+5.30,118,84
NGC 2360,07 17 43,-15 38 30,229.807,-1.426,1887,11.72,0.111,8.749,B8,-47.0,13.0,-0.15,+29.00,-3.51,+8.07,264,174
ASCC 37,07 18 03,-24 28 47,237.69,-5.46,1600,11.02,0.00,8.73,,-152.2,19.2,,,-3.04,+0.81,23,23
Saurer 1,07 18 18,+01 53 12,214.686,7.388,13200,15.97,0.12,9.85,,1697.4,4.0,,,,,2,2
NGC 2362,07 18 41,-24 57 18,238.179,-5.548,1389,11.01,0.095,6.914,O8,-134.3,5.0,,+42.2,-2.29,+3.03,755,485
Haffner 6,07 20 06,-13 08 00,227.861,0.258,3054,13.82,0.450,8.826,,13.8,6.0,,,,,10,10
NGC 2367,07 20 06,-21 52 54,235.596,-3.837,2004,12.54,0.331,6.737,B3,-134.1,5.0,,+41.00,,,1678,1568
Berkeley 37,07 20 24,-01 06 00,217.230,5.935,4555,13.65,0.12,8.95,,471.0,4.0,,,,,1652,1652
Berkeley 77,07 21 27,-03 14 01,219.253,5.181,4630,13.70,0.12,8.80,,418.1,5.0,,,,,1359,1359
King 23,07 21 48,-00 59 00,215.529,7.202,3113,12.95,0.16,8.95,,390.3,5.0,,,,,446,446
Haffner 7,07 22 55,-29 30 00,242.673,-6.804,4500,13.67,0.13,9.18,,533.1,3.0,,,,,8319,8319
Collinder 140,07 23 12,-32 02 00,244.930,-7.591,405,8.13,0.030,7.548,B3,-53.5,29.0,-0.10,+10.5,-7.33,+2.70,17,15
Haffner 8,07 23 24,-12 20 00,227.533,1.345,1182,10.46,0.03,9.15,,27.7,5.0,+0.06,,,,17,17
NGC 2374,07 23 56,-13 15 48,228.415,1.020,1468,11.11,0.090,8.463,,26.1,12.0,,+27.2,-4.65,-1.10,36,29
Haffner 9,07 24 30,-17 00 00,231.771,-0.628,,,,,,,4.0,,,,,7342,7342
Ruprecht 18,07 24 39,-26 13 00,239.928,-4.941,1056,12.29,0.700,7.648,,-91.0,7.0,-0.01,,,,16,16
NGC 2383,07 24 40,-20 56 54,235.270,-2.461,1655,11.75,0.213,7.167,A3,-71.1,5.0,,,,,11,11
NGC 2384,07 25 10,-21 01 18,235.390,-2.393,2116,12.42,0.255,6.904,B0,-88.4,5.0,,+51.00,,,226,211
Waterloo 7,07 26 08,-15 05 36,230.279,0.622,2800,13.54,0.42,,,30.4,2.6,,,,,13,13
Melotte 66,07 26 23,-47 40 00,259.559,-14.244,4313,13.62,0.143,9.445,A0,-1061.2,14.0,-0.35,+23.00,,,6,6
Ruprecht 20,07 26 43,-28 49 00,242.451,-5.752,1208,10.72,0.10,8.50,,-121.1,5.0,,,,,11,11
ASCC 38,07 27 10,-05 33 00,221.97,5.36,500,8.71,0.07,8.60,,46.7,31.2,,,-6.44,+1.34,39,39
NGC 2395,07 27 12,+13 36 30,204.605,13.988,512,8.92,0.120,9.070,,123.8,14.0,,,-3.36,-6.02,216,168
Trumpler 7,07 27 22,-23 57 00,238.213,-3.332,1474,11.67,0.266,7.430,,-85.7,5.0,,+34.00,,,138,122
NGC 2396,07 28 01,-11 43 12,227.52,2.63,588,9.00,0.05,8.52,,27.0,26.4,,17.70,-2.00,-1.40,51,51
Czernik 29,07 28 18,-15 24 00,230.798,0.935,4168,14.59,0.48,8.30,,68.0,5.0,,,,,654,654
Haffner 10,07 28 36,-15 23 00,230.817,1.007,3700,15.21,0.52,9.40,,65.0,3.0,,,,,1480,999
NGC 2394,07 28 36,+07 05 12,210.783,11.469,660,9.25,0.05,9.05,,131.1,8.0,,,,,131,131
NGC 2401,07 29 24,-13 58 00,229.665,1.854,6300,15.11,0.36,7.40,,203.8,2.0,,,,,3261,3261
Bochum 4,07 31 37,-17 11 36,232.753,0.774,2291,13.75,0.63,7.00,,30.9,5.0,,,-2.59,+0.80,25,25
ASCC 39,07 33 00,-22 57 00,237.95,-1.72,1500,10.88,0.00,8.71,,-45.0,36.0,,,-3.37,+1.85,61,61
NGC 2414,07 33 12,-15 27 12,231.412,1.946,3455,14.27,0.508,6.976,,117.3,5.0,,+64.5,-3.44,+0.66,165,133
ASCC 40,07 33 35,-13 45 36,229.97,2.84,700,9.57,0.11,8.58,,34.7,21.6,,,-2.07,+2.70,36,36
Haffner 11,07 35 25,-27 43 00,242.395,-3.544,6100,15.70,0.57,8.70,,-377.1,5.0,,,,,7665,7665
NGC 2421,07 36 13,-20 36 42,236.271,0.069,2181,13.10,0.453,7.367,,2.6,7.0,,,,,22,22
NGC 2422,07 36 35,-14 29 00,230.958,3.130,490,8.67,0.070,7.861,B3,26.8,25.0,,,-7.15,+1.10,1310,1299
NGC 2423,07 37 06,-13 52 18,230.484,3.537,766,9.72,0.097,8.867,B5,47.3,12.0,+0.14,+18.1,+0.55,-2.50,57,46
Ruprecht 26,07 37 11,-15 38 59,232.05,2.69,1440,11.10,0.10,7.49,,67.6,24.0,,15.00,-3.38,-1.34,46,46
Melotte 71,07 37 30,-12 04 00,228.949,4.498,3154,12.84,0.113,8.371,,247.4,7.0,-0.30,,,,42,42
Ruprecht 27,07 37 30,-26 31 48,241.58,-2.57,560,9.21,0.15,8.41,,-25.1,21.6,,,-3.65,+02.65,29,29
NGC 2425,07 38 22,-14 52 54,231.50,3.31,3400,13.62,0.31,9.40,,196.3,5.0,,,,,5980,3760
NGC 2420,07 38 23,+21 34 24,198.107,19.634,3085,12.54,0.029,9.048,,1036.6,5.0,-0.26,+84.00,,,217,217
NGC 2428,07 39 25,-16 31 48,233.08,2.72,2100,11.77,0.05,8.68,,99.7,14.4,,,-2.02,+01.12,23,23
NGC 2430,07 39 35,-16 21 00,232.94,2.85,650,9.59,0.17,8.68,,32.3,14.4,,,-4.07,+01.28,17,17
ESO 493-03,07 39 45,-27 17 36,242.494,-2.499,1400,11.04,0.10,8.60,,-61.3,18.0,,,0.44,2.31,19,19
Bochum 15,07 40 06,-33 32 00,247.988,-5.483,2806,14.03,0.576,6.742,,-268.1,3.0,,,,,38,38
Haffner 13,07 40 30,-30 04 47,245.00,-3.73,714,9.42,0.05,7.51,B9,-46.4,57.6,,68.00,-6.44,+05.40,114,114
NGC 2439,07 40 45,-31 41 36,246.442,-4.467,3855,14.19,0.407,7.251,B2,-300.2,9.0,,+68.0,-2.22,+3.13,416,294
NGC 2432,07 41 16,-19 08 59,235.58,1.82,2030,11.91,0.12,8.18,,64.5,24.0,,14.40,-3.68,+01.62,30,30
Ruprecht 151,07 41 16,-16 17 24,233.09,3.23,2100,12.23,0.20,8.49,,118.3,24.0,,,-4.30,+02.10,35,35
NGC 2437,07 41 46,-14 48 36,231.858,4.064,1375,11.17,0.154,8.390,B9,97.4,20.0,+0.05,+48.1,-4.54,+0.58,1271,1167
Ruprecht 31,07 42 57,-35 35 59,250.09,-5.98,480,8.69,0.09,8.56,,-50.0,15.6,,,-4.73,+02.20,11,11
NGC 2451A,07 43 12,-38 24 00,252.575,-7.298,189,6.41,0.01,7.78,B7,-24.0,120.0,+0.0,,,,165,165
NGC 2451B,07 44 27,-37 40 00,252.051,-6.726,302,7.57,0.055,7.648,B7,-35.4,108.0,-0.45,,-10.07,+5.45,49,49
NGC 2447,07 44 30,-23 51 24,240.039,0.135,1037,10.22,0.046,8.588,B9,2.4,10.0,,+21.7,-4.85,+4.47,70,61
NGC 2448,07 44 34,-24 40 48,240.76,-0.26,1040,10.15,0.02,7.19,,-4.7,36.0,,15.00,-3.80,+04.69,74,74
Haffner 14,07 44 51,-28 22 00,243.986,-2.050,,,,,,,10.0,,,,,13,13
Ruprecht 32,07 45 10,-25 32 00,241.566,-0.573,5346,15.19,0.50,7.08,,-53.5,5.0,,,,,16,16
Haffner 15,07 45 32,-32 51 00,247.952,-4.158,2078,15.13,1.141,7.166,,-150.7,3.0,,,,,3086,3076
Ruprecht 34,07 45 55,-20 23 00,237.195,2.157,,,,,,,6.0,,,,,10,10
Berkeley 39,07 46 42,-04 36 00,223.462,10.095,4780,13.77,0.12,9.90,,837.8,7.0,-0.17,+55.00,,,60,60
ASCC 41,07 47 02,+00 01 11,219.35,12.35,370,7.90,0.02,8.44,,79.1,43.2,,,+1.93,-3.93,43,43
NGC 2453,07 47 35,-27 11 42,243.275,-0.940,2150,13.04,0.446,7.187,B0,-35.3,4.0,,,,,93,93
Ruprecht 36,07 48 23,-26 18 00,242.593,-0.333,1681,11.64,0.166,7.606,,-9.8,5.0,,,,,87,87
Haffner 16,07 50 20,-25 28 00,242.097,0.467,3165,13.04,0.175,7.078,,25.8,5.0,,,-3.26,+0.99,1208,1206
NGC 2477,07 52 10,-38 31 48,253.563,-5.838,1222,11.30,0.279,8.848,,-124.3,15.0,+0.01,+7.00,,,16843,16843
ESO 123-26,07 52 11,-60 21 36,273.11,-16.32,550,9.10,0.13,8.33,,-154.6,26.0,,,-1.41,7.56,29,29
NGC 2467,07 52 26,-26 26 12,243.172,0.378,1355,11.71,0.338,7.103,O5,8.9,14.0,,+66.00,-5.82,+1.63,178,93
Haffner 18,07 52 39,-26 23 00,243.151,0.447,6028,15.79,0.611,6.893,,47.0,2.0,,,,,1782,1782
Haffner 19,07 52 47,-26 17 00,243.081,0.524,5094,14.82,0.416,6.934,,46.6,2.0,,+68.00,,,1940,1716
ASCC 42,07 52 51,-53 00 35,266.41,-12.85,800,9.82,0.10,8.57,,-177.9,43.2,,,-3.76,+8.25,45,45
ASCC 43,07 53 06,-28 10 12,244.73,-0.39,1000,10.31,0.10,8.28,,-6.8,42.0,,,-4.40,+0.47,90,90
NGC 2479,07 55 04,-17 42 35,235.98,5.37,1200,10.71,0.10,8.99,,112.3,18.0,,,-0.94,+01.93,20,20
NGC 2482,07 55 12,-24 15 30,241.626,2.035,1343,10.93,0.093,8.604,,47.7,10.0,+0.12,,-4.93,+1.60,44,35
NGC 2483,07 55 39,-27 53 42,244.791,0.239,1659,12.04,0.303,7.089,,6.9,7.0,,,,,469,376
Trumpler 9,07 55 40,-25 53 00,243.072,1.285,2289,12.57,0.248,8.001,,51.3,5.0,,,,,55,55
Haffner 20,07 56 15,-30 22 00,246.972,-0.930,3117,14.23,0.569,8.121,,-50.6,3.0,,,,,33,33
NGC 2489,07 56 15,-30 03 48,246.713,-0.773,3957,14.15,0.374,7.264,B8,-53.4,6.0,+0.08,,-4.83,+5.45,598,489
NGC 2516,07 58 04,-60 45 12,273.816,-15.856,409,8.37,0.101,8.052,B3,-111.7,30.0,+0.06,+22.0,-3.19,+10.00,3025,2808
Ruprecht 44,07 58 51,-28 35 00,245.746,0.482,4730,15.29,0.619,6.941,,39.8,10.0,,,-2.86,+1.13,49,37
Ruprecht 43,07 59 16,-28 53 59,246.06,0.39,1300,11.41,0.27,8.47,,8.8,18.0,,,-3.57,-0.08,24,24
NGC 2506,08 00 01,-10 46 12,230.564,9.935,3460,12.95,0.081,9.045,,597.0,12.0,-0.37,+94.00,,,891,884
NGC 2509,08 00 48,-19 03 06,237.840,5.848,912,10.29,0.15,9.90,,,6.0,,,,,93,93
Haffner 21,08 01 09,-27 13 00,244.850,1.633,2951,12.68,0.106,7.920,,84.1,3.0,,,-3.52,+1.93,52,51
ASCC 44,08 01 40,-50 34 11,264.92,-10.47,1100,10.77,0.18,7.89,,-199.9,48.0,,17.80,-5.62,+6.25,55,55
Ruprecht 46,08 02 10,-19 28 00,238.365,5.907,752,9.60,0.07,9.60,,77.4,3.0,-0.04,,,,9,9
Ruprecht 47,08 02 19,-31 04 00,248.252,-0.188,3006,13.26,0.28,7.89,,-9.9,4.0,,,,,10,10
Ruprecht 49,08 03 15,-26 46 00,244.716,2.268,1823,12.11,0.259,7.930,,72.1,2.0,,,,,9,9
NGC 2527,08 04 58,-28 08 48,246.087,1.855,601,9.01,0.038,8.649,,19.5,10.0,,,-4.09,+6.40,113,69
ESO 430-18,08 06 52,-30 50 12,248.579,0.759,830,9.60,0.00,9.05,,10.9,24.0,,,-7.91,-0.81,36,36
NGC 2533,08 07 04,-29 53 00,247.800,1.310,3379,12.79,0.047,8.876,,77.3,5.0,,,,,23,23
NGC 2547,08 10 09,-49 12 54,264.465,-8.597,455,8.42,0.041,7.557,B3,-68.0,25.0,-0.16,+14.5,-7.71,+3.80,2166,2061
NGC 2539,08 10 37,-12 49 06,233.705,11.112,1363,10.93,0.082,8.570,A0,262.7,9.0,+0.13,+29.3,-4.07,-1.83,402,352
Ruprecht 53,08 10 48,-27 00 00,245.81,3.56,1700,11.49,0.11,8.59,,105.6,21.6,,,-1.11,+00.32,32,32
NGC 2546,08 12 15,-37 35 42,254.855,-1.986,919,10.23,0.134,7.874,B0,-31.8,70.0,+0.12,+15.0,-3.99,+3.50,167,167
Ruprecht 55,08 12 27,-32 35 00,250.691,0.804,4892,15.18,0.559,6.849,,68.6,5.0,,+96.2,,,47,45
Ruprecht 56,08 12 32,-40 28 12,257.29,-3.52,410,8.44,0.12,8.70,,-25.2,43.2,,,-9.71,+05.75,66,66
NGC 2548,08 13 43,-05 45 00,227.873,15.393,769,9.53,0.031,8.557,A0,204.1,30.0,+0.08,+5.00,-0.83,+1.90,10377,7209
vdBergh-Hagen 23,08 14 05,-36 21 36,254.02,-1.00,437,8.36,0.05,7.14,,-7.6,38.4,,17.40,-7.47,+07.12,34,34
Ruprecht 58,08 14 50,-31 56 29,250.434,1.578,3900,13.98,0.33,8.44,,107.4,5.0,,,-2.77,+4.54,1117,1117
Haffner 26,08 15 39,-30 49 47,249.60,2.34,1000,10.25,0.08,7.47,,40.8,12.0,,,-4.54,+04.31,10,10
ASCC 45,08 15 50,-35 39 00,253.63,-0.31,3000,14.25,0.60,7.12,,-16.2,24.0,,43.00,-5.68,+3.19,31,31
ASCC 46,08 16 33,-48 30 35,264.44,-7.33,900,10.08,0.10,7.71,,-114.8,48.0,,,-5.51,+6.75,64,64
Pismis 2,08 17 54,-41 40 00,258.851,-3.338,3310,12.75,0.05,9.06,,-192.7,4.0,,,,,2239,2239
Pismis 1,08 18 18,-37 06 00,255.112,-0.711,5907,15.65,0.578,7.928,,-73.3,3.0,,,,,28,28
