Name,RA_2000,Dec_2000,l,b,Dist,Mod,EB-V,Age,ST,Z,Diam,Fe/H,MRV,pm RA,pm Dec,Measures,Stars
Dias 6,18 30 27,-12 19 40,19.588,-1.022,1580,13.81,0.91,8.78,,-28.2,8.0,,,,,1032,1032
NGC 6639,18 30 57,-13 08 59,18.91,-1.51,700,9.85,0.20,8.86,,-18.4,21.6,,7.00,2.31,-1.50,18,18
Ruprecht 141,18 31 19,-12 19 11,19.69,-1.20,5500,15.47,0.57,6.92,,-115.2,13.2,,30.70,0.57,-2.68,8,8
IC 4725,18 31 47,-19 07 00,13.702,-4.434,620,10.44,0.476,7.965,B5,-47.9,29.0,+0.17,+2.4,-4.01,-5.70,401,260
Ruprecht 142,18 32 12,-12 14 00,19.870,-1.358,1735,14.02,0.91,8.60,,-41.1,6.0,,,,,1062,1062
Ruprecht 171,18 32 12,-16 03 00,16.480,-3.116,1140,10.66,0.12,9.51,,-62.0,12.0,,,,,2536,2536
NGC 6645,18 32 37,-16 53 00,15.784,-3.587,1245,11.59,0.36,8.60,B9,-77.9,14.0,,,,,2617,2617
NGC 6647,18 32 49,-17 13 42,15.246,-3.564,2200,13.39,0.54,9.20,,-136.8,13.0,,,,,2397,2397
NGC 6649,18 33 27,-10 24 12,21.635,-0.785,1369,14.41,1.201,7.566,,-18.8,5.0,,-8.8,,,24,24
NGC 6664,18 36 42,-08 13 00,23.945,-0.491,1164,12.53,0.709,7.162,B3,-10.0,12.0,,+17.8,-0.31,-2.31,291,276
ASCC 97,18 36 57,-19 13 11,14.16,-5.56,800,10.76,0.40,7.88,,-77.5,51.6,,,-2.09,-6.21,65,65
IC 4756,18 39 00,+05 27 00,36.381,5.242,484,9.02,0.192,8.699,B7,44.2,39.0,-0.06,-25.8,-0.14,-3.40,360,266
Trumpler 34,18 39 48,-08 25 00,24.119,-1.264,1738,12.94,0.56,8.10,,-38.3,5.0,,,,,623,623
ASCC 98,18 42 35,-33 37 48,1.54,-12.94,800,9.64,0.04,8.33,,-179.1,78.0,,-54.00,+0.69,-5.26,184,184
Trumpler 35,18 42 54,-04 08 00,28.281,0.011,1206,14.18,1.218,7.862,B4,0.2,5.0,,-4.7,,,1,1
NGC 6694,18 45 18,-09 23 00,23.879,-2.914,1600,12.85,0.589,7.931,B5,-81.3,7.0,,-9.2,-1.73,-0.91,33,29
Basel 1,18 48 12,-05 51 00,27.355,-1.947,2178,13.18,0.482,7.893,B4,-74.0,5.0,,,,,849,837
ASCC 99,18 49 04,-18 43 47,15.89,-7.91,280,7.70,0.15,8.71,,-38.5,27.6,,-31.29,+6.90,-2.50,25,25
Czernik 38,18 49 42,+04 56 00,37.128,2.633,1280,13.92,1.09,9.05,,58.8,10.0,,,,,1675,1675
Ruprecht 145,18 50 34,-18 13 11,16.51,-8.01,770,10.21,0.25,8.64,,-107.3,44.4,,,6.43,-4.51,89,89
NGC 6704,18 50 45,-05 12 18,28.219,-2.218,2974,14.59,0.717,7.863,B2,-115.1,5.0,,,,,24,24
NGC 6705,18 51 05,-06 16 12,27.307,-2.776,1877,12.69,0.426,8.302,B8,-90.9,13.0,+0.13,+34.4,-4.63,-1.10,23627,21664
NGC 6709,18 51 18,+10 19 06,42.120,4.715,1075,11.10,0.304,8.178,B5,88.4,14.0,,-21.00,+0.96,-2.30,57,47
Collinder 394,18 52 28,-20 19 00,14.883,-9.236,690,9.92,0.235,7.803,,-110.7,22.0,,+6.0,-2.42,-7.20,92,62
Stephenson 1,18 53 30,+36 55 00,66.863,15.515,390,8.08,0.040,7.731,B5,104.3,20.0,,,,,186,135
NGC 6716,18 54 34,-19 54 06,15.395,-9.593,789,10.17,0.220,7.961,B5,-131.5,10.0,,,-0.87,-3.30,361,337
ESO 524-01,18 56 39,-26 57 48,9.063,-12.991,2800,13.17,0.30,9.51,,-629.4,6.0,,,,,211,211
NGC 6728,18 58 44,-08 58 12,25.74,-5.68,1000,10.47,0.15,8.93,,-99.0,15.6,,,2.25,-0.80,16,16
NGC 6738,19 01 21,+11 36 54,44.398,3.102,,,,,,,15.0,,,,,5350,5350
ASCC 100,19 01 37,+33 34 11,64.37,12.67,350,7.78,0.02,8.01,,76.8,37.2,,-22.89,+2.29,-1.51,47,47
NGC 6737,19 02 20,-18 32 59,17.434,-10.670,2120,13.99,0.76,8.70,,-392.5,8.0,,,,,522,522
NGC 6755,19 07 49,+04 16 00,38.598,-1.688,1421,13.32,0.826,7.719,B2,-41.9,14.0,,+18.7,-0.37,-3.71,16622,16604
Berkeley 82,19 11 24,+13 04 00,46.815,1.586,860,12.84,1.021,7.493,,23.8,2.0,,,,,25,25
ASCC 101,19 13 37,+36 19 48,67.99,11.59,350,7.72,0.00,8.52,,70.3,43.2,,,+0.81,+1.87,69,69
Berkeley 43,19 15 36,+11 13 00,45.652,-0.182,1355,15.37,1.52,8.60,,-4.3,5.0,,,,,840,840
Ruprecht 147,19 16 40,-16 17 59,20.99,-12.81,175,6.68,0.15,9.39,,-38.8,147.6,,41.00,-0.56,-27.74,661,661
NGC 6791,19 20 53,+37 46 18,69.959,10.904,4100,13.43,0.117,9.643,F2,775.6,10.0,+0.15,-57.00,-3.17,-7.74,8472,8377
NGC 6793,19 23 13,+22 08 23,56.16,3.32,1100,10.73,0.17,8.64,,63.7,18.0,,,3.90,+01.09,21,21
King 25,19 24 30,+13 42 00,48.865,-0.935,,,,,,,5.0,,,,,1052,1052
ASCC 102,19 24 50,+29 57 00,63.27,6.64,1500,10.88,0.00,8.79,,173.4,21.6,,,-0.41,-2.45,23,23
NGC 6800,19 27 07,+25 08 23,59.23,3.95,1000,11.24,0.40,8.59,A0,68.9,15.6,,,1.65,+04.27,22,22
ESO 525-08,19 27 17,-23 34 48,15.117,-18.027,1640,12.19,0.36,9.00,,-507.5,5.0,,,,,119,119
Berkeley 47,19 28 36,+17 22 06,52.561,-0.058,1420,14.05,1.06,8.20,,-1.4,3.0,,,,,7304,7304
King 26,19 29 00,+14 52 00,50.410,-1.339,2600,16.00,1.27,8.64,,-60.8,2.0,,,,,1792,1792
NGC 6802,19 30 35,+20 15 42,55.326,0.916,1124,12.88,0.848,8.870,B6,18.0,5.0,,,,,16,14
Stock 1,19 35 48,+25 13 00,60.247,2.257,320,7.99,0.15,,A0,12.6,80.0,,,,,160,160
ASCC 103,19 36 10,+35 40 11,69.48,7.22,700,9.23,0.00,8.37,,88.0,43.2,,,-1.35,-2.30,97,97
NGC 6811,19 37 17,+46 23 18,79.210,12.015,1215,10.92,0.160,8.799,A0,252.9,14.0,,+7.1,-5.47,-7.53,55,55
ASCC 104,19 38 52,+18 41 24,54.90,-1.55,800,10.54,0.33,7.71,,-21.6,57.6,,-5.65,-0.09,-4.65,107,107
NGC 6819,19 41 18,+40 11 12,73.978,8.481,2360,12.60,0.238,9.174,A0,348.1,5.0,+0.07,+4.8,-3.14,-3.34,7966,7797
ASCC 105,19 41 45,+27 22 47,62.78,2.16,500,8.77,0.09,8.00,,18.8,72.0,,-18.75,+0.91,-3.76,181,181
Czernik 40,19 42 36,+21 09 14,57.476,-1.100,3090,15.52,0.99,8.90,,-59.3,4.0,,,,,2355,2355
ASCC 106,19 43 08,+01 36 00,40.34,-10.73,500,9.58,0.35,8.42,,-93.1,79.2,,,-1.16,-2.74,89,89
NGC 6823,19 43 09,+23 18 00,59.402,-0.144,1893,14.01,0.845,6.820,O7,-4.8,6.0,,+11.00,-1.41,-3.04,702,563
Turner 9,19 44 49,+29 15 54,64.761,2.505,852,9.65,0.15,8.20,,37.2,33.0,,,,,29,29
Roslund 1,19 45 00,+17 31 12,54.60,-3.39,670,9.28,0.05,8.47,,-39.6,18.0,,,1.18,-7.08,20,20
Roslund 2,19 45 25,+23 55 12,60.19,-0.28,2000,14.30,0.90,6.89,,-9.8,27.6,,-5.00,-1.88,-4.24,23,23
Turner 1,19 48 25,+27 17 35,63.453,0.829,1675,12.60,0.476,7.460,,24.2,4.0,,,,,20,20
ASCC 107,19 48 32,+21 57 35,58.86,-1.89,700,9.85,0.20,8.41,,-23.1,13.2,,-7.00,+0.89,-4.48,10,10
Dias 7,19 49 21,+21 10 12,58.279,-2.454,2540,13.30,0.42,9.30,,-108.7,10.0,,,,,6877,6877
NGC 6828,19 50 16,+07 54 00,46.82,-9.27,600,9.51,0.20,8.56,,-96.7,21.6,,-21.00,-1.12,-2.90,22,22
NGC 6830,19 50 59,+23 06 00,60.135,-1.800,1639,12.63,0.501,7.572,B0,-51.5,5.0,,,+0.89,-2.76,5,5
Czernik 41,19 51 01,+25 16 07,62.005,-0.701,1360,14.64,1.28,8.70,,-16.6,7.0,,,,,762,762
Dias 8,19 52 06,+11 38 04,50.336,-7.821,2220,12.65,0.30,9.35,,-302.1,10.0,,,,,3229,3229
NGC 6834,19 52 12,+29 24 30,65.698,1.189,2067,13.77,0.708,7.883,B2,42.9,5.0,,-6.8,-1.88,-4.20,3,3
Harvard 20,19 53 06,+18 20 00,56.279,-4.654,1540,11.70,0.247,7.476,,-125.0,7.0,,,+1.07,-4.66,35,35
ASCC 108,19 53 49,+39 22 11,74.45,5.99,1100,10.36,0.05,8.64,,114.8,26.4,,,-0.21,-0.81,34,34
ASCC 109,19 53 59,+34 34 48,70.33,3.51,450,8.27,0.00,8.31,,27.6,60.0,,,+0.47,-2.23,162,162
Loiano 1,19 58 21,+32 32 24,69.053,1.704,2700,13.52,0.44,8.40,,,6.0,,,,,74,74
Roslund 3,19 58 42,+20 29 00,58.811,-4.682,1467,11.91,0.348,8.036,,-119.7,5.0,,-4.7,-1.61,-5.28,130,84
Berkeley 49,19 59 31,+34 38 48,70.985,2.575,2035,16.40,1.57,8.20,,91.4,4.0,,,,,1246,1246
Dolidze 36,20 02 24,+42 09 00,77.69,6.03,900,10.45,0.22,8.83,,94.5,20.4,,,0.19,-0.95,27,27
ASCC 110,20 02 59,+33 34 11,70.45,1.40,800,9.98,0.15,8.75,,19.5,27.6,,-20.50,+0.60,-4.41,54,54
NGC 6866,20 03 55,+44 09 30,79.560,6.839,1450,11.33,0.169,8.576,A2,172.7,14.0,,,-3.33,-5.03,44,44
Berkeley 84,20 04 43,+33 54 18,70.924,1.271,2025,13.90,0.76,8.08,,44.9,2.0,,,,,7105,7105
Alessi 10,20 04 44,-10 28 47,31.64,-20.98,513,9.23,0.22,8.71,,-183.7,20.4,,,0.70,-7.92,12,12
Roslund 4,20 04 54,+29 13 00,66.984,-1.270,2510,15.07,0.991,7.447,,-55.6,5.0,,,-1.69,-5.20,26,14
NGC 6863,20 05 07,-03 33 18,38.278,-17.996,,,,,,,2.0,,,,,110,110
Dolidze 38,20 05 34,+41 12 00,77.19,5.02,1200,10.86,0.15,8.95,,105.0,24.0,,,-3.59,-6.49,25,25
NGC 6871,20 05 59,+35 46 36,72.645,2.054,1574,12.36,0.443,6.958,O6,56.4,29.0,,-7.7,-2.89,-5.65,1991,1966
Biurakan 1,20 07 30,+35 42 00,72.74,1.76,1600,12.04,0.33,7.25,,49.1,26.4,,-8.48,-3.51,-6.24,43,43
Biurakan 2,20 09 12,+35 29 00,72.751,1.345,1106,11.33,0.360,7.011,,26.0,20.0,,,-2.52,-6.53,130,129
Berkeley 50,20 10 24,+34 58 00,72.451,0.859,2100,14.62,0.97,8.40,,31.5,2.0,,,,,6774,6774
ASCC 111,20 11 13,+37 27 00,74.62,2.08,1600,11.95,0.30,7.05,,58.1,66.0,,-14.24,-0.45,-3.90,246,246
NGC 6883,20 11 19,+35 49 54,73.278,1.175,,,,,B3,,35.0,,,-2.89,-6.53,45,45
Ruprecht 172,20 11 34,+35 35 59,73.11,1.01,1100,10.83,0.20,8.91,,19.4,19.2,,,-0.42,-3.97,32,32
Berkeley 51,20 11 54,+34 24 06,72.147,0.291,3200,17.67,1.66,8.18,,16.3,2.0,,,,,878,878
Dolidze 39,20 16 24,+37 52 00,75.536,1.453,,,,,,,12.0,,,,,19966,19966
ASCC 112,20 16 26,+52 05 59,87.47,9.30,550,8.95,0.08,8.15,,88.9,26.4,,,-0.37,-0.73,43,43
IC 4996,20 16 30,+37 38 00,75.353,1.306,1732,13.28,0.673,6.948,B0,39.5,6.0,,-22.,-0.53,-4.34,3501,3497
Melotte 227,20 17 19,-79 02 00,314.806,-30.639,120,5.52,0.04,8.57,B9,-61.2,70.0,,,,,5,5
Collinder 419,20 17 59,+40 43 12,78.07,2.79,740,10.40,0.34,6.85,B2,36.0,30.0,,-8.19,-2.56,-6.99,40,40
Berkeley 85,20 18 55,+37 45 33,75.726,0.981,1760,13.61,0.77,9.00,,30.1,10.0,,,,,1235,1235
Dolidze 42,20 19 42,+38 08 00,76.122,1.065,972,11.71,0.571,7.542,,18.1,7.0,,,,,37,37
Berkeley 86,20 20 24,+38 42 00,76.667,1.272,1112,13.01,0.898,7.116,,24.7,6.0,,-19.3,-4.09,-4.54,235,206
Berkeley 87,20 21 42,+37 22 00,75.715,0.304,633,13.25,1.369,7.152,,3.4,10.0,,,,,105,105
Collinder 421,20 23 10,+41 41 35,79.430,2.542,950,10.20,0.10,9.06,,42.1,14.4,,,-4.63,-9.73,840,826
NGC 6910,20 23 12,+40 46 42,78.683,2.013,1139,13.29,0.971,7.127,O8,40.0,10.0,,-30.00,-2.10,-5.24,213,175
NGC 6913,20 23 57,+38 30 30,76.905,0.594,1148,12.61,0.744,7.111,B0,11.9,10.0,,-34.00,-4.40,-5.22,498,371
Berkeley 89,20 24 36,+46 03 00,83.160,4.822,3005,15.58,1.03,8.93,,252.6,3.0,,,,,643,643
Roslund 6,20 28 47,+39 15 35,78.06,0.26,450,8.45,0.06,8.47,,2.0,32.4,,,5.82,+02.03,49,49
NGC 6939,20 31 30,+60 39 42,95.903,12.304,1185,11.36,0.320,9.346,B8,252.5,10.0,+0.02,-42.00,,,5425,4850
NGC 6940,20 34 26,+28 17 00,69.860,-7.147,770,10.10,0.214,8.858,B8,-95.8,25.0,+0.01,+7.7,-1.88,-8.60,453,438
Berkeley 90,20 35 18,+46 50 00,84.877,3.784,2430,15.50,1.15,8.00,,160.4,5.0,,,,,3566,3566
Alessi 12,20 43 30,+23 46 48,67.41,-11.46,537,8.90,0.08,7.90,,-106.7,60.0,,,3.75,-4.66,117,117
Roslund 7,20 52 22,+37 54 00,79.80,-4.22,700,9.85,0.20,8.67,,-51.5,51.6,,,1.20,+00.42,111,111
NGC 6991,20 54 32,+47 27 00,87.39,1.60,700,9.23,0.00,9.11,,19.5,50.4,,-6.00,7.00,+09.26,151,151
Berkeley 53,20 55 56,+51 02 48,90.293,3.749,3100,17.17,1.52,9.09,,202.7,12.0,,,,,1674,1674
NGC 6994,20 58 55,-12 38 00,35.714,-33.935,620,9.18,0.07,9.40,,-346.1,9.0,,,,,144,144
NGC 7031,21 07 12,+50 52 30,91.336,2.303,900,12.42,0.854,8.138,B5,36.2,14.0,,,,,16,15
NGC 7039,21 10 48,+45 37 00,87.879,-1.705,951,10.30,0.131,7.820,B5,-28.3,14.0,,,-0.48,-2.99,11,11
Berkeley 91,21 10 52,+48 32 00,90.064,0.132,2400,15.00,1.00,8.70,,5.5,3.0,,,,,966,966
ASCC 113,21 12 00,+38 35 59,82.88,-6.65,450,8.27,0.00,8.14,,-52.1,56.4,,,+1.04,-4.22,123,123
NGC 7044,21 13 09,+42 29 42,85.890,-4.150,3161,14.33,0.590,9.279,,-228.8,6.0,,,,,2799,2799
Berkeley 55,21 16 58,+51 45 32,93.027,1.798,1210,15.81,1.74,8.50,,38.0,5.0,,,,,585,585
NGC 7058,21 21 53,+50 49 11,92.90,0.59,400,8.20,0.06,8.35,,4.1,9.6,,,7.33,+03.18,8,8
NGC 7062,21 23 27,+46 22 42,89.959,-2.748,1480,12.25,0.452,8.465,A1,-71.0,5.0,,,-2.52,-5.83,25,25
NGC 7063,21 24 21,+36 29 12,83.058,-9.883,689,9.47,0.091,7.977,B8,-118.3,9.0,,,+0.64,-2.10,35,31
NGC 7067,21 24 23,+48 00 36,91.216,-1.695,3600,15.11,0.75,8.00,B0,-39.4,3.0,,,,,14,11
NGC 7082,21 29 17,+47 07 36,91.199,-2.905,1442,11.53,0.237,8.233,,-73.1,25.0,-0.01,,-0.71,-4.27,70,70
Platais 1,21 30 02,+48 58 36,92.561,-1.646,1268,11.62,0.357,8.244,,-36.4,10.0,,,-3.73,-3.97,127,121
NGC 7086,21 30 27,+51 36 00,94.407,0.220,1298,13.07,0.807,8.142,A5,5.0,12.0,,-5.6,+0.98,+0.22,155,136
NGC 7092,21 31 48,+48 26 00,92.403,-2.242,326,7.61,0.013,8.445,A0,-12.8,29.0,,-7.5,-7.90,-20.10,234,211
Trumpler 37,21 39 06,+57 30 00,99.312,3.734,835,11.07,0.470,7.054,O6,54.4,89.0,,+22.3,-1.58,-1.70,186,186
ASCC 114,21 40 01,+53 58 12,97.07,1.00,550,9.51,0.26,7.75,,9.6,19.2,,-22.00,-3.62,-3.38,23,23
NGC 7129,21 42 59,+66 06 48,105.404,9.885,,,,,,,7.0,,,,,29,28
NGC 7128,21 43 57,+53 42 54,97.342,0.429,2307,14.97,1.018,7.254,B2,17.3,4.0,,-48.0,,,3,3
NGC 7142,21 45 09,+65 46 30,105.347,9.485,1686,12.36,0.397,9.276,F3,277.8,12.0,+0.04,,,,47,44
IC 5146,21 53 24,+47 16 00,94.383,-5.495,852,11.49,0.593,6.00,B1,-81.6,20.0,,,-1.77,-1.70,830,732
NGC 7160,21 53 40,+62 36 12,104.012,6.457,789,10.65,0.375,7.278,B1,88.7,5.0,,-20.00,-1.57,-1.60,45,45
Berkeley 93,21 56 12,+63 56 00,105.072,7.319,5600,18.39,1.5,8.0,,713.4,2.0,,,,,216,216
ASCC 115,21 56 52,+51 28 47,97.45,-2.54,600,9.36,0.15,8.59,,-26.6,19.2,,-9.00,+0.15,-1.28,21,21
ASCC 116,21 58 33,+54 29 24,99.49,-0.32,5000,15.08,0.51,7.03,,-27.9,21.6,,-30.60,-3.51,-4.74,31,31
ASCC 117,22 04 58,+62 16 12,104.85,5.39,1200,11.33,0.30,6.67,,112.7,42.0,,-11.39,-2.31,+0.03,59,59
NGC 7209,22 05 07,+46 29 00,95.496,-7.339,1168,10.86,0.168,8.617,B9,-149.2,14.0,,,+1.53,+1.30,150,97
ASCC 118,22 08 23,+61 05 59,104.48,4.21,900,10.70,0.30,7.02,,66.1,25.2,,-42.00,-2.19,-4.03,26,26
IC 1434,22 10 30,+52 50 00,99.937,-2.700,,,,,,,6.0,,,,,30965,30132
NGC 7235,22 12 25,+57 16 12,102.701,0.782,2823,15.15,0.934,7.072,B0,38.5,5.0,,-52.00,-4.03,-2.11,570,564
NGC 7243,22 15 08,+49 53 54,98.857,-5.524,808,10.22,0.220,8.058,B7,-77.8,29.0,,-16.00,-0.46,-1.20,2762,2619
NGC 7245,22 15 11,+54 20 36,101.368,-1.852,2106,13.08,0.473,8.246,,-68.1,5.0,,,,,1304,1304
IC 1442,22 16 30,+54 03 00,101.363,-2.203,2346,13.53,0.541,6.982,,-90.2,5.0,,,-2.92,-2.82,115,113
Pismis-Moreno 1,22 18 46,+63 16 12,106.72,5.31,900,11.32,0.50,7.55,,83.3,19.2,,-23.25,0.31,-0.39,19,19
ASCC 119,22 19 11,+46 54 00,97.73,-8.39,1000,10.31,0.10,8.83,,-145.9,25.2,,,-6.15,-6.06,29,29
NGC 7261,22 20 11,+58 07 18,104.037,0.910,1681,14.13,0.969,7.670,B2,26.7,5.0,,,,,18,17
Berkeley 94,22 22 42,+55 51 00,103.095,-1.185,2630,13.98,0.608,6.996,,-54.4,3.0,,,+3.32,-1.10,65,65
NGC 7281,22 25 19,+57 49 11,104.44,0.29,1620,12.60,0.50,7.86,,8.2,24.0,,,-0.46,-2.41,33,33
NGC 7296,22 28 02,+52 19 00,101.882,-4.595,2390,12.80,0.15,8.00,,-191.5,4.0,,,,,290,213
Berkeley 95,22 28 18,+59 08 00,105.471,1.203,3260,16.80,1.36,7.55,,68.4,3.0,,,,,3749,2126
Berkeley 96,22 29 24,+55 24 00,103.661,-2.066,3087,14.40,0.630,6.822,,-111.3,2.0,,,,,10,10
ASCC 120,22 30 36,+57 12 35,104.73,-0.60,2500,13.91,0.62,7.08,,-26.2,36.0,,-60.79,-2.99,-1.54,59,59
ASCC 121,22 30 43,+54 54 00,103.56,-2.59,2500,12.92,0.30,7.73,,-113.0,27.6,,-64.30,-2.49,-0.70,44,44
ASCC 122,22 33 14,+39 36 36,95.91,-15.90,700,9.53,0.10,6.98,,-191.8,86.4,,-8.17,-0.29,-4.19,155,155
Berkeley 97,22 39 30,+59 01 00,106.656,0.379,1800,13.60,0.75,7.30,,11.9,2.0,,,,,3433,3433
ASCC 123,22 42 35,+54 15 35,104.74,-4.00,250,7.30,0.10,8.41,,-17.4,153.6,,-6.46,+12.50,-1.06,960,960
Berkeley 98,22 42 38,+52 23 16,103.856,-5.648,3730,13.26,0.13,9.40,,-367.1,14.0,,,,,2171,2171
NGC 7380,22 47 21,+58 07 54,107.141,-0.884,2222,13.60,0.602,7.077,O6,-34.3,20.0,,-39.00,-1.74,-2.52,947,896
ASCC 124,22 48 07,+46 15 00,101.73,-11.48,600,9.36,0.15,8.48,,-119.4,36.0,,,+1.34,-2.41,32,32
King 18,22 52 06,+58 17 00,107.768,-1.031,2340,13.80,0.63,8.40,,-42.1,5.0,,,,,5227,3677
NGC 7419,22 54 20,+60 48 54,109.134,1.120,1382,16.37,1.828,7.283,,27.0,5.0,,,,,1850,1820
King 10,22 54 54,+59 10 00,108.481,-0.396,3379,16.17,1.138,7.446,,-23.4,4.0,,,,,9,9
ASCC 125,22 56 16,+62 45 00,110.17,2.76,1500,13.08,0.71,7.01,,72.2,66.0,,-17.93,-2.23,-3.44,101,101
NGC 7438,22 57 21,+54 20 24,106.70,-4.90,600,10.13,0.40,8.93,,-51.3,27.6,,,1.53,-1.18,48,48
ASCC 126,23 06 17,+51 02 59,106.58,-8.46,800,9.82,0.10,7.26,,-117.7,36.0,,-12.69,-0.66,-3.01,54,54
King 19,23 08 18,+60 31 00,110.570,0.144,1967,13.16,0.547,8.557,B6,4.9,5.0,,,+6.48,+5.98,449,437
ASCC 127,23 08 23,+64 50 59,112.26,4.13,350,8.03,0.10,7.82,,25.2,86.4,,-8.24,+6.89,-2.23,146,146
NGC 7510,23 11 03,+60 34 12,110.903,0.064,2075,14.24,0.855,7.578,O9,2.3,6.0,,,,,19,18
Markarian 50,23 15 18,+60 28 00,111.350,-0.225,2114,14.14,0.810,7.095,B0,-8.3,2.0,,,,,1107,1107
ASCC 128,23 20 34,+54 35 59,109.93,-5.96,900,10.17,0.13,8.44,,-93.5,42.0,,,-1.08,-1.57,74,74
NGC 7654,23 24 48,+61 35 36,112.819,0.434,1421,12.77,0.646,7.764,B6,10.8,15.0,,-35.5,-0.56,+0.90,8109,7462
Czernik 43,23 25 48,+61 19 11,112.841,0.134,2500,14.16,0.70,7.70,,5.7,20.4,,-58.05,-2.77,-2.20,20979,20977
Berkeley 100,23 25 58,+63 46 48,113.660,2.458,3355,16.38,1.21,8.20,,143.9,2.0,,,,,2702,2702
ASCC 129,23 28 01,+55 35 59,111.27,-5.37,1000,10.56,0.18,8.69,,-93.6,25.2,,,-1.07,-4.12,34,34
NGC 7686,23 30 07,+49 08 00,109.513,-11.608,,,,,A0,,14.0,,,,,33,33
Berkeley 101,23 32 47,+64 12 30,114.504,2.631,2500,15.43,1.11,8.85,,114.8,2.0,,,,,2754,2754
King 20,23 33 17,+58 28 33,112.848,-2.857,1900,13.41,0.65,8.30,,-94.7,5.0,,,,,1276,857
Czernik 44,23 33 30,+61 57 00,113.908,0.452,,,,,,,4.0,,,,,14874,14874
Stock 12,23 35 34,+52 41 23,111.44,-8.48,400,8.16,0.05,8.45,B9,-59.0,44.4,,,7.92,-1.81,61,61
Aveni-Hunter 1,23 37 48,+48 31 12,110.55,-12.58,500,8.80,0.10,8.26,,-108.9,47.0,,,,,94,94
Berkeley 102,23 38 42,+56 38 00,113.013,-4.831,2600,14.20,0.69,8.78,,-219.0,5.0,,,,,18178,16573
Berkeley 103,23 45 12,+59 18 00,114.557,-2.490,2100,14.70,1.00,8.70,,-91.2,2.0,,,,,2511,2511
Stock 17,23 46 00,+62 11 00,115.123,0.319,2144,13.94,0.736,6.775,B0,11.9,1.0,,,,,8,8
King 11,23 47 48,+68 38 00,117.163,6.477,2892,16.24,1.270,9.699,,326.2,5.0,-0.23,-34.00,,,1971,1971
King 21,23 49 56,+62 41 54,115.946,0.663,2103,14.36,0.886,7.163,B0,25.0,4.0,,,,,48,26
NGC 7762,23 50 01,+68 02 18,117.219,5.851,744,11.56,0.710,8.425,,75.8,14.0,,,,,1765,1741
NGC 7772,23 51 46,+16 14 48,102.740,-44.273,1500,10.97,0.03,9.17,,-1047.1,3.0,,,,,15,15
ASCC 130,23 52 47,+62 26 23,116.20,0.33,3400,14.27,0.52,7.03,,19.6,18.0,,,-1.22,+0.35,19,19
King 12,23 53 00,+61 58 00,116.124,-0.130,2378,13.71,0.590,7.037,,-5.4,3.0,,,,,19,19
NGC 7788,23 56 45,+61 23 54,116.434,-0.782,2374,12.75,0.283,7.593,B4,-32.4,4.0,,,-3.07,-1.71,12,12
NGC 7789,23 57 24,+56 42 30,115.532,-5.385,2337,12.52,0.217,9.235,B9,-219.3,25.0,-0.08,-64.00,,,560,558
Frolov 1,23 57 25,+61 37 48,116.56,-0.57,2560,13.90,0.60,7.66,,-25.5,18.0,,,-5.91,-1.35,15,15
NGC 7790,23 58 24,+61 12 30,116.589,-1.008,2944,13.99,0.531,7.749,B4,-51.8,5.0,,-78.0,-0.73,-2.14,1501,924
